NAME,CEOinSent,in_train,pop_CEO
Mike Nudelman,,True,False
Elon Musk,,True,True
Elon Musk,,True,True
Jamie Dimon,,True,False
Anshu Jain,,True,False
Anshu Jain,1,True,False
Mario Draghi,,True,False
Mark Zuckerberg,,True,True
James Gorman,,True,False
James Gorman,1,True,False
Janet Yellen,,True,False
Kenneth Lewis,,True,False
Kenneth Lewis,1,True,False
Michael Corbat,,True,True
Michael Corbat,1,True,True
Riccardo Zacconi,,True,False
Riccardo Zacconi,1,True,False
Jeff Bezos,,True,True
Warren Buffett,,True,True
Mark Thompson,,True,True
Mark Thompson,1,True,True
Steve Jobs,,True,False
Steve Jobs,,True,False
Larry Fink,,True,False
Leigh Drogen,,True,False
Leigh Drogen,1,True,False
Jeremy Allaire,,True,False
Jeremy Allaire,,True,False
Jeremy Allaire,1,True,False
Barry Silbert,,True,False
Larry Fink,,True,False
Larry Fink,1,True,False
Mark Zuckerberg,,True,True
Mark Zuckerberg,1,True,True
Mark Karpeles,,True,False
Mark Karpeles,1,True,False
Warren Buffett,,True,True
Warren Buffett,,True,True
Yishan Wong,,True,False
Yishan Wong,1,True,False
Joe Kaeser,,True,True
Joe Kaeser,1,True,True
Alexei Miller,,True,False
Alexei Miller,1,True,False
Alexei Miller,,True,False
David Einhorn,,True,False
Aaron Levie,,True,False
Aaron Levie,1,True,False
Aaron Levie,,True,False
Aaron Levie,1,True,False
Paul Browning,,True,False
Paul Browning,1,True,False
Michael Corbat,,True,True
Michael Corbat,1,True,True
Michael Corbat,,True,True
Michael Corbat,1,True,True
Daniel Loeb,,True,False
Reggie Agarwall,,True,False
Reggie Agarwall,1,True,False
Brian Sozzi,,True,False
Warren Buffett,,True,True
Warren Buffett,1,True,True
Warren Buffett,,True,True
Jana Shoulders,,True,False
Jana Shoulders,1,True,False
Kyle Vucko,,True,False
Kyle Vucko,1,True,False
Samantha Shih,,True,False
Samantha Shih,1,True,False
Brad Katsuyama,,True,False
Julian Robertson,,True,False
Julian Robertson,,True,False
Cooper Howes,,True,False
Vikram Pandit,,True,False
Vikram Pandit,1,True,False
Michael Corbat,,True,True
Michael Corbat,1,True,True
Mike Nudelman,,True,False
Elon Musk,,True,True
Elon Musk,1,True,True
Elon Musk,,True,True
Charles Evans,,True,False
Janet Yellen,,True,False
Joshua Brown,,True,False
Mark Karpeles,,True,False
Mark Karpeles,1,True,False
Sascha Lewis,,True,False
Sascha Lewis,1,True,False
Elon Musk,,True,True
Elon Musk,,True,True
Elon Musk,,True,True
Janet Yellen,,True,False
Henry Blodget,,True,False
